Mod:Item:MetaData, Localized Name
bibliocraft:swordpedestal:1, Sword Pedestal
bibliocraft:swordpedestal:2, Sword Pedestal
bibliocraft:swordpedestal:3, Sword Pedestal
bibliocraft:swordpedestal:4, Sword Pedestal
bibliocraft:swordpedestal:5, Sword Pedestal
bibliocraft:swordpedestal:6, Sword Pedestal
bibliocraft:swordpedestal:7, Sword Pedestal
bibliocraft:swordpedestal:8, Sword Pedestal
bibliocraft:swordpedestal:9, Sword Pedestal
bibliocraft:swordpedestal:10, Sword Pedestal
bibliocraft:swordpedestal:11, Sword Pedestal
bibliocraft:swordpedestal:12, Sword Pedestal
bibliocraft:swordpedestal:13, Sword Pedestal
bibliocraft:swordpedestal:14, Sword Pedestal
bibliocraft:swordpedestal:15, Sword Pedestal
bibliocraft:armorstand:0, Oak Armor Stand
bibliocraft:armorstand:1, Spruce Armor Stand
bibliocraft:armorstand:2, Birch Armor Stand
bibliocraft:armorstand:3, Jungle Armor Stand
bibliocraft:armorstand:4, Acacia Armor Stand
bibliocraft:armorstand:5, Dark Oak Armor Stand
bibliocraft:armorstand:6, Framed Armor Stand
bibliocraft:bell, Desk Bell
bibliocraft:typesettingtable, Typesetting Table
bibliocraft:printingpress, Printing Press
bibliocraft:cookiejar, Cookie Jar
bibliocraft:dinnerplate, Dinner Plate
bibliocraft:discrack, Disc Rack
bibliocraft:compass, Compass
bibliocraft:maptool, Drafting Compass
bibliocraft:seatback1:0, Oak Seat Back
bibliocraft:seatback1:1, Spruce Seat Back
bibliocraft:seatback1:2, Birch Seat Back
bibliocraft:seatback1:3, Jungle Seat Back
bibliocraft:seatback1:4, Acacia Seat Back
bibliocraft:seatback1:5, Dark Oak Seat Back
bibliocraft:seatback1:6, Framed Seat Back
bibliocraft:seatback2:0, Oak Seat Back
bibliocraft:seatback2:1, Spruce Seat Back
bibliocraft:seatback2:2, Birch Seat Back
bibliocraft:seatback2:3, Jungle Seat Back
bibliocraft:seatback2:4, Acacia Seat Back
bibliocraft:seatback2:5, Dark Oak Seat Back
bibliocraft:seatback2:6, Framed Seat Back
bibliocraft:seatback3:0, Oak Seat Back
bibliocraft:seatback3:1, Spruce Seat Back
bibliocraft:seatback3:2, Birch Seat Back
bibliocraft:seatback3:3, Jungle Seat Back
bibliocraft:seatback3:4, Acacia Seat Back
bibliocraft:seatback3:5, Dark Oak Seat Back
bibliocraft:seatback3:6, Framed Seat Back
bibliocraft:seatback4:0, Oak Seat Back
bibliocraft:seatback4:1, Spruce Seat Back
bibliocraft:seatback4:2, Birch Seat Back
bibliocraft:seatback4:3, Jungle Seat Back
bibliocraft:seatback4:4, Acacia Seat Back
bibliocraft:seatback4:5, Dark Oak Seat Back
bibliocraft:seatback4:6, Framed Seat Back
bibliocraft:seatback5:0, Oak Seat Back
bibliocraft:seatback5:1, Spruce Seat Back
bibliocraft:seatback5:2, Birch Seat Back
bibliocraft:seatback5:3, Jungle Seat Back
bibliocraft:seatback5:4, Acacia Seat Back
bibliocraft:seatback5:5, Dark Oak Seat Back
bibliocraft:seatback5:6, Framed Seat Back
bibliocraft:stockroomcatalog, Stockroom Catalog
bibliocraft:plumbline, Plumb line
bibliocraft:framingsaw, Framing Saw
bibliocraft:framingboard, Framing Board
bibliocraft:framingsheet, Framing Sheet
bibliocraft:testeritem, ItemStack Name Tester
bibliocraft:atlasbook:0, Atlas
bibliocraft:atlasplate, Atlas Plate
bibliocraft:deathcompass, Eternal Compass
bibliocraft:paintingcanvas, Painting Canvas
bibliocraft:bigbook, Big Writing Book
bibliocraft:recipebook, Empty Recipe Book
bibliocraft:slottedbook, Slotted Book
bibliocraft:handdrill, Hand Drill
bibliocraft:tapemeasure, Tape Measure
bibliocraft:tape, Tape Measure Reel
bibliocraft:bibliochase, Print Press Chase
bibliocraft:printplate, Print Press Plate
bibliocraft:enchantedplate, Enchanted Plate
bibliocraft:biblioredbook, Redstone: Volume I
bibliocraft:biblioglasses:0, Reading Glasses
bibliocraft:biblioglasses:1, Tinted Glasses
bibliocraft:biblioglasses:2, Monocle
bibliocraft:bibliodrill, Screw Gun
bibliocraft:bibliocreativelock, Lock and Key
bibliocraft:biblioclipboard, Clipboard
buildinggadgets:buildingtool, Building Gadget
buildinggadgets:exchangertool, Exchanging Gadget
buildinggadgets:copypastetool, Copy-Paste Gadget
buildinggadgets:templatemanager, Template Manager
buildinggadgets:template, Template
buildinggadgets:destructiontool, Destruction Gadget
buildinggadgets:constructionblock_dense, Dense Construction Block
buildinggadgets:constructionblock, Construction Block
buildinggadgets:constructionblockpowder, Construction Block Powder
buildinggadgets:constructionpaste, Construction Paste
buildinggadgets:construction_chunk_dense, Dense Construction Chunk
buildinggadgets:constructionpastecontainer, Paste Container
buildinggadgets:constructionpastecontainert2, Paste Container T2
buildinggadgets:constructionpastecontainert3, Paste Container T3
buildinggadgets:constructionpastecontainercreative, Creative Paste Container
compactmachines3:tunnel, Tunnel
compactmachines3:redstonetunnel, Redstone Tunnel
compactmachines3:wall, Solid Compact Machine Wall
compactmachines3:wallbreakable, Compact Machine Wall
compactmachines3:machine:0, Tiny Compact Machine
compactmachines3:machine:1, Small Compact Machine
compactmachines3:machine:2, Normal Compact Machine
compactmachines3:machine:3, Large Compact Machine
compactmachines3:machine:4, Giant Compact Machine
compactmachines3:machine:5, Maximum Compact Machine
compactmachines3:fieldprojector, Miniaturization Field Projector
compactmachines3:psd, Personal Shrinking Device
compactmachines3:tunneltool, Tunnel
compactmachines3:redstonetunneltool, Redstone Tunnel
cookingforblockheads:cooking_table, Cooking Table
cookingforblockheads:oven, Oven
cookingforblockheads:fridge, Fridge
cookingforblockheads:sink, Sink
cookingforblockheads:tool_rack, Tool Rack
cookingforblockheads:toaster, Toaster
cookingforblockheads:milk_jar, Milk Jar
cookingforblockheads:cow_jar, Cow in a Jar
cookingforblockheads:spice_rack, Spice Rack
cookingforblockheads:counter, Kitchen Counter
cookingforblockheads:cabinet, Kitchen Cabinet
cookingforblockheads:corner, Kitchen Corner
cookingforblockheads:kitchen_floor, Kitchen Floor
cookingforblockheads:fruit_basket, Fruit Basket
cookingforblockheads:cutting_board, Cutting Board
cookingforblockheads:recipe_book:0, Cooking for Blockheads
cookingforblockheads:recipe_book:1, Cooking for Blockheads I
cookingforblockheads:recipe_book:2, Cooking for Blockheads II
cookingforblockheads:heating_unit, Heating Unit
cookingforblockheads:ice_unit, Ice Unit
cookingforblockheads:preservation_chamber, Preservation Chamber
curio:blockmysticore, Mystic Ore
curio:blockfirecrystal, Fire Crystal
curio:blockearthcrystal, Earth Crystal
curio:blockwatercrystal, Water Crystal
curio:blockaircrystal, Air Crystal
curio:blockinfusiontable, Infusing Table
curio:blockpedestal, Pedestal
curio:itemring, Ring
curio:itemamulet, Amulet
curio:itembelt, Belt
curio:itemtiara, Tiara
curio:itemamuletfierycore, Amulet of the Fiery Core
curio:itemamuletnightvision, Amulet of Nightvision
curio:itemdivingamulet, Amulet of Diving
curio:itemgrowthpendant, Growth Pendant
curio:itembeltwaterwalking, Belt of Water Walking
curio:itemfallingbelt, Falling Belt
curio:itemspeedbelt, Speed Belt
curio:itemwallclimbbelt, Wall climbing Belt
curio:itemringofflight, Ring of Flight
curio:itemringmagnet, Magnet Ring
curio:itemdeflectiontiara:0, Deflection Tiara
curio:itemdeflectiontiara:50, Deflection Tiara
curio:itemmysticcrystal:0, Mystic Crystal
curio:itemmysticcrystal:5, Mystic Crystal
curio:itemmysticcrystal:10, Mystic Crystal
curio:itemmysticcrystal:15, Mystic Crystal
curio:itemmysticcrystal:20, Mystic Crystal
curio:itemmysticcrystal:25, Mystic Crystal
curio:itemmysticcrystal:30, Mystic Crystal
curio:itemmysticcrystal:35, Mystic Crystal
curio:itemmysticcrystal:50, Mystic Crystal
curio:itemmysticcrystal:100, Mystic Crystal
curio:itemmysticcrystaldust, Mystic Crystal Dust
curio:itemairshard, Air Crystal Shard
curio:itemearthshard, Earth Crystal Shard
curio:itemwatershard, Water Crystal Shard
curio:itemfireshard, Fire Crystal Shard
curio:itemcuriobook, Curious of Curio
drawbridges:drawbridge, Drawbridge
drawbridges:drawbridge_extended, Extended Drawbridge
drawbridges:drawbridge_advanced, Advanced Drawbridge[WIP]
drawbridges:ore_copper, Copper Ore
drawbridges:ore_tin, Tin Ore
drawbridges:ingot:0, Copper Ingot
drawbridges:ingot:1, Tin Ingot
drawbridges:ingot:2, Bronze Ingot
drawbridges:plate:0, Copper Plate
drawbridges:plate:1, Tin Plate
drawbridges:plate:2, Bronze Plate
drawbridges:plate:3, Iron Plate
drawbridges:plate:4, Gold Plate
drawbridges:hammer, Hammer
drawbridges:bronze_alloy, Bronze Alloy
eplus:advanced_table, Advanced Enchantment Table
eplus:decorative_book:0, Enchanting Plus Book
eplus:decorative_book:1, Enchanting Book
eplus:decorative_book:2, Prismarine Book
eplus:decorative_book:3, Nether Book
eplus:decorative_book:4, Tartarite Book
eplus:decorative_book:5, Pale Book
eplus:decorative_book:6, Metal Book
eplus:table_upgrade, Table Upgrade
fluxnetworks:flux, Flux
fluxnetworks:fluxcore, Flux Core
fluxnetworks:fluxconfigurator, Flux Configurator
fluxnetworks:adminconfigurator, Admin Configurator
fluxnetworks:fluxblock, Flux Block
fluxnetworks:fluxplug, Flux Plug
fluxnetworks:fluxpoint, Flux Point
fluxnetworks:fluxcontroller, Flux Controller
fluxnetworks:fluxstorage, Basic Flux Storage
fluxnetworks:herculeanfluxstorage, Herculean Flux Storage
fluxnetworks:gargantuanfluxstorage, Gargantuan Flux Storage
lucraftcore:infinity_gauntlet, Infinity Gauntlet
lucraftcore:infinity_gauntlet_cast, Infinity Gauntlet Cast
lucraftcore:infinity_generator, Infinity Generator
heroesexpansion:green_arrow_chest, Green Arrow's Chestpiece
heroesexpansion:green_arrow_legs, Green Arrow's Pants
heroesexpansion:green_arrow_boots, Green Arrow's Boots
heroesexpansion:superman_chest, Superman's Chestpiece
heroesexpansion:superman_legs, Superman's Pants
heroesexpansion:superman_boots, Superman's Boots
heroesexpansion:black_panther_suit, Black Panther's Suit
heroesexpansion:thor_chest, Thor's Chestpiece
heroesexpansion:thor_legs, Thor's Pants
heroesexpansion:thor_boots, Thor's Boots
heroesexpansion:thor_iw_chest, Thor's Chestpiece
heroesexpansion:thor_iw_legs, Thor's Pants
heroesexpansion:thor_iw_boots, Thor's Boots
heroesexpansion:captain_america_helmet, Captain America's Helmet
heroesexpansion:captain_america_chest, Captain America's Chestpiece
heroesexpansion:captain_america_legs, Captain America's Pants
heroesexpansion:captain_america_boots, Captain America's Boots
heroesexpansion:captain_marvel_helmet, Captain Marvel's Helmet
heroesexpansion:captain_marvel_chest, Captain Marvel's Chestpiece
heroesexpansion:captain_marvel_legs, Captain Marvel's Pants
heroesexpansion:captain_marvel_boots, Captain Marvel's Boots
heroesexpansion:spider_man_homemade_helmet, Spider-Man's Mask
heroesexpansion:spider_man_homemade_chest, Spider-Man's Chestpiece
heroesexpansion:spider_man_homemade_legs, Spider-Man's Pants
heroesexpansion:spider_man_homemade_boots, Spider-Man's Boots
heroesexpansion:spider_man_helmet, Spider-Man's Mask
heroesexpansion:spider_man_chest, Spider-Man's Chestpiece
heroesexpansion:spider_man_legs, Spider-Man's Pants
heroesexpansion:spider_man_boots, Spider-Man's Boots
heroesexpansion:falcon_helmet, Falcon's Goggles
heroesexpansion:falcon_chest, Falcon's Chestpiece
heroesexpansion:falcon_legs, Falcon's Pants
heroesexpansion:falcon_boots, Falcon's Boots
heroesexpansion:daredevil_homemade_helmet, The Devil of Hell's Kitchen's Mask
heroesexpansion:daredevil_homemade_chest, The Devil of Hell's Kitchen's Chestpiece
heroesexpansion:daredevil_homemade_legs, The Devil of Hell's Kitchen's Pants
heroesexpansion:daredevil_homemade_boots, The Devil of Hell's Kitchen's Boots
heroesexpansion:daredevil_helmet, Daredevil's Helmet
heroesexpansion:daredevil_chest, Daredevil's Chestpiece
heroesexpansion:daredevil_legs, Daredevil's Pants
heroesexpansion:daredevil_boots, Daredevil's Boots
heroesexpansion:heart_shaped_herb, Heart-Shaped Herb
heroesexpansion:kryptonite_block, Kryptonite Block
heroesexpansion:portal_device, Portal Device
heroesexpansion:cape, Cape
heroesexpansion:supporter_cloak, Supporter Cloak
heroesexpansion:mjolnir, Mjolnir
heroesexpansion:ultimate_mjolnir, Ultimate Mjolnir
heroesexpansion:stormbreaker, Stormbreaker
heroesexpansion:mjolnir_head, Mjolnir Head
heroesexpansion:ultimate_mjolnir_head, Ultimate Mjolnir Head
heroesexpansion:stormbreaker_head, Stormbreaker Head
heroesexpansion:mjolnir_head_cast, Mjolnir Head Cast
heroesexpansion:ultimate_mjolnir_head_cast, Ultimate Mjolnir Head Cast
heroesexpansion:stormbreaker_head_cast, Stormbreaker Head Cast
heroesexpansion:compound_bow, Compound Bow
heroesexpansion:quiver, Quiver
heroesexpansion:sharpened_arrow, Sharpened Arrow
heroesexpansion:explosive_arrow, Explosive Arrow
heroesexpansion:smoke_arrow, Smoke Arrow
heroesexpansion:gas_arrow, Gas Arrow
heroesexpansion:grappling_hook_arrow, Grappling Arrow
heroesexpansion:kryptonite_arrow, Kryptonite Arrow
heroesexpansion:vibranium_arrow, Vibranium Arrow
heroesexpansion:kryptonite, Kryptonite
heroesexpansion:kryptonian_fossil, Kryptonian Fossil
heroesexpansion:heart_shaped_herb_potion, Heart-Shaped Herb Potion
heroesexpansion:vibranium_shield, Vibranium Shield
heroesexpansion:captain_america_shield, Captain America's Shield
heroesexpansion:wakandan_shield, Wakandan Shield
heroesexpansion:chitauri_gun, Chitauri Gun
heroesexpansion:chitauri_metal, Chitauri Metal
heroesexpansion:chitauri_energy_core, Chitauri Energy Core
heroesexpansion:kree_battle_axe, Kree Battle Axe
heroesexpansion:kree_flesh, Kree Flesh
heroesexpansion:web_shooter_1, Web Shooter
heroesexpansion:web_shooter_2, Web Shooter
heroesexpansion:billy_club, Billy Club
heroesexpansion:billy_club_separate, Billy Club (Separated)
heroesexpansion:tesseract, Tesseract
heroesexpansion:space_stone, Space Stone
huntingdim:frame, Hunting Dimension Frame
huntingdim:portal, Hunting Dimension Portal
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
huntingdim:biome_changer:0, Creeping Moss
teslacorelib:base_addon, Base Addon
teslacorelib:energy_tier1, Energy Upgrade I
teslacorelib:energy_tier2, Energy Upgrade II
teslacorelib:machine_case, Machine Case
teslacorelib:speed_tier1, Speed Upgrade I
teslacorelib:speed_tier2, Speed Upgrade II
teslacorelib:wrench, Tesla Wrench
mysticalagriculture:storage:0, §eBlock of Inferium Essence
mysticalagriculture:storage:1, §aBlock of Prudentium Essence
mysticalagriculture:storage:2, §6Block of Intermedium Essence
mysticalagriculture:storage:3, §bBlock of Superium Essence
mysticalagriculture:storage:4, §cBlock of Supremium Essence
mysticalagriculture:storage:5, Block of Prosperity
mysticalagriculture:ingot_storage:0, Block of Base Essence
mysticalagriculture:ingot_storage:1, §eBlock of Inferium
mysticalagriculture:ingot_storage:2, §aBlock of Prudentium
mysticalagriculture:ingot_storage:3, §6Block of Intermedium
mysticalagriculture:ingot_storage:4, §bBlock of Superium
mysticalagriculture:ingot_storage:5, §cBlock of Supremium
mysticalagriculture:ingot_storage:6, §dBlock of Soulium
mysticalagriculture:coal_block:0, §eBlock of Inferium Coal
mysticalagriculture:coal_block:1, §aBlock of Prudentium Coal
mysticalagriculture:coal_block:2, §6Block of Intermedium Coal
mysticalagriculture:coal_block:3, §bBlock of Superium Coal
mysticalagriculture:coal_block:4, §cBlock of Supremium Coal
mysticalagriculture:soulstone:0, Soulstone
mysticalagriculture:soulstone:1, Cobbled Soulstone
mysticalagriculture:soulstone:2, Polished Soulstone
mysticalagriculture:soulstone:3, Soulstone Bricks
mysticalagriculture:soulstone:4, Cracked Soulstone Bricks
mysticalagriculture:soulstone:5, Chiseled Soulstone
mysticalagriculture:soulstone:6, Soulstone Slab Block
mysticalagriculture:soulstone_slab:0, Soulstone Slab
mysticalagriculture:cobbled_soulstone_slab:0, Cobbled Soulstone Slab
mysticalagriculture:soulstone_brick_slab:0, Soulstone Brick Slab
mysticalagriculture:cobbled_soulstone_stairs, Cobbled Soulstone Stairs
mysticalagriculture:soulstone_brick_stairs, Soulstone Brick Stairs
mysticalagriculture:cobbled_soulstone_wall, Cobbled Soulstone Wall
mysticalagriculture:soulstone_brick_wall, Soulstone Brick Wall
mysticalagriculture:soul_glass, Soul Glass
mysticalagriculture:soul_glass_pane, Soul Glass Pane
mysticalagriculture:inferium_furnace, §eInferium Furnace
mysticalagriculture:prudentium_furnace, §aPrudentium Furnace
mysticalagriculture:intermedium_furnace, §6Intermedium Furnace
mysticalagriculture:superium_furnace, §bSuperium Furnace
mysticalagriculture:supremium_furnace, §cSupremium Furnace
mysticalagriculture:ultimate_furnace, §8Ultimate Furnace
mysticalagriculture:prosperity_ore, Prosperity Ore
mysticalagriculture:nether_prosperity_ore, Nether Prosperity Ore
mysticalagriculture:end_prosperity_ore, End Prosperity Ore
mysticalagriculture:inferium_ore, §eInferium Ore
mysticalagriculture:nether_inferium_ore, §eNether Inferium Ore
mysticalagriculture:end_inferium_ore, §eEnd Inferium Ore
mysticalagriculture:growth_accelerator, §eGrowth Accelerator
mysticalagriculture:mystical_machine_frame, Mystical Machine Frame
mysticalagriculture:glowstone_lamp, Glowstone Lamp
mysticalagriculture:seed_reprocessor, Seed Reprocessor
mysticalagriculture:inferium_reprocessor, §eInferium Seed Reprocessor
